movieid,isEnglish,country,runningtime,title,year
2465091,T,USA,2,The Pajama Game (1957),1957
2465142,T,USA,2,The Pallbearer (1996),1996
2465145,T,USA,1,The Palm Beach Story (1942),1942
2465208,T,USA,3,The Paper (1994),1994
2465224,T,USA,3,The Paper Chase (1973),1973
2465279,T,USA,3,The Paradine Case (1947),1947
2465320,T,USA,3,The Parent Trap (1961),1961
2465321,T,USA,3,The Parent Trap (1998),1998
2465773,T,other,3,The Patriot (2000),2000
2465823,T,USA,0,The Pawnbroker (1908),1908
2465893,T,USA,3,The Peacemaker (1997),1997
2465999,T,USA,3,The Pelican Brief (1993),1993
2466152,T,USA,3,The People vs. Larry Flynt (1996),1996
2466194,T,USA,3,The Perez Family (1995),1995
2466403,T,USA,3,The Perfect Storm (2000),2000
2466489,T,USA,2,The Perils of Pauline (1947),1947
2466584,T,USA,1,The Pest (1997),1997
2466643,T,other,2,The Phantom (1996),1996
2466743,T,USA,2,The Phantom of the Opera (1925),1925
2466782,T,USA,3,The Philadelphia Story (1940),1940
2466916,T,other,3,The Piano (1993),1993
2467141,T,other,3,The Pillow Book (1996),1996
2467591,T,USA,3,The Player (1992),1992
2467606,T,USA,2,The Players Club (1998),1998
2467655,T,UK,1,The Pleasure Garden (1925),1925
2467993,T,France,2,The Pompatus of Love (1995),1995
2468093,T,USA,3,The Pope of Greenwich Village (1984),1984
2468205,T,UK,3,The Portrait of a Lady (1996),1996
2468209,T,USA,3,The Poseidon Adventure (1972),1972
2468262,T,UK,0,The Postman (1910),1910
2468266,T,USA,3,The Postman (1997),1997
2468270,T,USA,3,The Postman Always Rings Twice (1981),1981
2468555,T,USA,3,The Preacher's Wife (1996),1996
2468663,T,USA,2,The Presidio (1988),1988
2469053,T,USA,2,The Prince of Egypt (1998),1998
2469075,T,USA,3,The Prince of Tides (1991),1991
2469104,T,USA,2,The Princess Bride (1987),1987
2469496,T,USA,1,The Producers (1967),1967
2469602,T,USA,3,The Program (1993),1993
2469755,T,USA,2,The Prophecy (1995),1995
2469815,T,USA,3,The Proposition (1998),1998
2469819,T,France,3,The Proprietor (1996),1996
2470056,T,USA,2,The Puppet Masters (1994),1994
2470130,T,USA,1,The Purple Rose of Cairo (1985),1985
2470287,T,other,3,The Quarry (1998),1998
2470444,T,USA,1,The Quest (1996),1996
2470520,T,USA,2,The Quick and the Dead (1995),1995
2470557,T,USA,3,The Quiet Man (1952),1952
2470575,T,other,1,The Quiet Room (1996),1996
2470769,T,USA,2,The Rage: Carrie 2 (1999),1999
2470910,T,USA,3,The Rainmaker (1997),1997
2471102,T,USA,2,The Rapture (1991),1991
2471175,T,USA,1,The Raven (1963),1963
2471217,T,USA,3,The Razor's Edge (1984),1984
2471265,T,USA,2,The Real Blonde (1997),1997
2472087,T,USA,1,The Ref (1994),1994
2472244,T,USA,3,The Relic (1997),1997
2472260,T,USA,2,The Reluctant Debutante (1958),1958
2472292,T,UK,3,The Remains of the Day (1993),1993
2472391,T,USA,2,The Replacement Killers (1998),1998
2472393,T,USA,3,The Replacements (2000),2000
2472465,T,USA,1,The Rescuers (1977),1977
2472467,T,USA,1,The Rescuers Down Under (1990),1990
2472800,T,UK,3,The Return of the Pink Panther (1975),1975
2472807,T,USA,1,The Return of the Texas Chainsaw Massacre (1994),1994
2473007,T,USA,1,The Rich Man's Wife (1996),1996
2473215,T,USA,3,The Right Stuff (1983),1983
2473304,T,USA,1,The Ring (1952),1952
2473585,T,USA,3,The River (1984),1984
2473638,T,USA,2,The River Wild (1994),1994
2473798,T,USA,1,The Road to El Dorado (2000),2000
2473917,T,USA,3,The Road to Wellville (1994),1994
2474020,T,USA,3,The Rock (1996),1996
2474065,T,USA,2,The Rocketeer (1991),1991
2474100,T,UK,2,The Rocky Horror Picture Show (1975),1975
2474705,T,USA,1,The Rugrats Movie (1998),1998
2474742,T,UK,3,The Ruling Class (1972),1972
2474783,T,other,2,The Run of the Country (1995),1995
2474888,T,USA,2,The Running Man (1987),1987
2475103,T,other,1,The Sadness of Sex (1998),1998
2475166,T,USA,3,The Saint (1997),1997
2475195,T,USA,2,The Saint of Fort Washington (1993),1993
2475387,T,USA,3,The Sandpiper (1965),1965
2475423,T,USA,2,The Santa Clause (1994),1994
2475442,T,USA,1,The Saphead (1920),1920
2475680,T,USA,3,The Scarlet Letter (1926),1926
2475682,T,USA,3,The Scarlet Letter (1995),1995
2475939,T,USA,2,The Scout (1994),1994
2476119,T,other,3,The Sea Wolves (1980),1980
2476201,T,USA,1,The Search for One-eye Jimmy (1994),1994
2476233,T,USA,3,The Searchers (1956),1956
2476335,T,USA,1,The Second Jungle Book: Mowgli & Baloo (1997),1997
2476415,T,UK,1,The Secret Adventures of Tom Thumb (1993),1993
2476422,T,UK,1,The Secret Agent (1996),1996
2476484,T,USA,2,The Secret Garden (1993),1993
2476743,T,USA,1,The Secret of NIMH (1982),1982
2476750,T,USA,2,The Secret of Roan Inish (1994),1994
2477259,T,USA,2,The Seventh Sign (1988),1988
2477403,T,USA,2,The Shadow (1994),1994
2477524,T,USA,1,The Shaggy D.A. (1976),1976
2477525,T,USA,2,The Shaggy Dog (1959),1959
2477653,T,USA,3,The Shawshank Redemption (1994),1994
2477732,T,UK,3,The Sheltering Sky (1990),1990
2477894,T,UK,3,The Shining (1980),1980
2477986,T,USA,2,The Shooter (1995),1995
2478017,T,USA,2,The Shop Around the Corner (1940),1940
2478105,T,USA,1,The Show (1995),1995
2478286,T,USA,3,The Siege (1998),1998
2478414,T,USA,3,The Silence of the Lambs (1991),1991
2479024,T,USA,2,The Sixth Man (1997),1997
2479029,T,USA,2,The Sixth Sense (1999),1999
2479085,T,UK,1,The Skin Game (1931),1931
2479134,T,USA,2,The Skulls (2000),2000
2479393,T,UK,3,The Slipper and the Rose: The Story of Cinderella (1976),1976
2479418,T,USA,1,The Slumber Party Massacre (1982),1982
2479771,T,USA,3,The Snows of Kilimanjaro (1952),1952
2479989,T,USA,1,The Son of the Sheik (1926),1926
2480294,T,USA,3,The Sound of Music (1965),1965
2480359,T,USA,1,The Source (1918),1918
2480499,T,USA,3,The Spanish Prisoner (1997),1997
2480572,T,other,3,The Specialist (1994),1994
2480579,T,USA,1,The Specials (2000),2000
2480764,T,USA,1,The Spiral Staircase (1945),1945
2480924,T,USA,3,The Spitfire Grill (1996),1996
2481073,T,UK,3,The Spy Who Loved Me (1977),1977
2481424,T,USA,3,The Stars Fell on Henrietta (1995),1995
2481584,T,USA,3,The Stepford Wives (1975),1975
2481636,T,USA,1,The Sticky Fingers of Time (1997),1997
2481665,T,USA,3,The Sting (1973),1973
2482169,T,USA,1,The Story of Us (1999),1999
2482282,T,France,3,The Straight Story (1999),1999
2482401,T,USA,0,The Stranger (1994),1994
2482834,T,UK,1,The Stupids (1996),1996
2482876,T,USA,2,The Substance of Fire (1996),1996
2482887,T,USA,3,The Substitute (1996),1996
2482925,T,USA,1,The Suburbans (1999),1999
2482984,T,USA,3,The Sugarland Express (1974),1974
2483077,T,other,2,The Sum of Us (1994),1994
2483187,T,USA,3,The Sunchaser (1996),1996
2483470,T,USA,1,The Swan Princess (1994),1994
2483519,T,other,3,The Sweet Hereafter (1997),1997
2483674,T,USA,1,The Sword in the Stone (1963),1963
2483838,T,USA,2,The Taking of Pelham One Two Three (1974),1974
2483957,T,USA,3,The Talented Mr. Ripley (1999),1999
2484054,T,other,3,The Taming of the Shrew (1967),1967
2484082,T,UK,2,The Tango Lesson (1997),1997
2484104,T,USA,1,The Tao of Steve (2000),2000
2484656,T,UK,2,The Terminator (1984),1984
2484852,T,USA,2,The Texas Chainsaw Massacre (2003),2003
2484853,T,USA,2,The Texas Chainsaw Massacre 2 (1986),1986
2484924,T,UK,2,The Theory of Flight (1998),1998
2485001,T,USA,2,The Thin Blue Line (1988),1988
2485008,T,USA,1,The Thin Man (1934),1934
2485013,T,USA,3,The Thin Red Line (1998),1998
2485015,T,USA,2,The Thing (1982),1982
2485041,T,USA,1,The Thing from Another World (1951),1951
2485156,T,UK,2,The Third Man (1949),1949
2485163,T,USA,3,The Third Miracle (1999),1999
2485237,T,other,2,The Thirteenth Floor (1999),1999
2485256,T,USA,2,The Thomas Crown Affair (1968),1968
2485257,T,USA,3,The Thomas Crown Affair (1999),1999
2485327,T,USA,1,The Three Caballeros (1944),1944
2485393,T,other,2,The Three Musketeers (1993),1993
2485547,T,USA,1,The Tic Code (1999),1999
2485620,T,USA,2,The Tie That Binds (1995),1995
2485682,T,USA,1,The Tigger Movie (2000),2000
2485831,T,USA,1,The Tingler (1959),1959
2485971,T,UK,1,The Tomb of Ligeia (1964),1964
2486246,T,USA,3,The Towering Inferno (1974),1974
2486283,T,USA,1,The Toxic Avenger (1984),1984
2486285,T,USA,2,The Toxic Avenger Part II (1989),1989
2486286,T,USA,2,The Toxic Avenger Part III: The Last Temptation of Toxie (1989),1989
2486655,T,USA,1,The Transformers: The Movie (1986),1986
2486817,T,USA,3,The Treasure of the Sierra Madre (1948),1948
2487055,T,USA,1,The Trigger Effect (1996),1996
2487095,T,USA,2,The Trip to Bountiful (1985),1985
2487210,T,USA,2,The Trouble with Harry (1955),1955
2487295,T,USA,1,The Truce (2001),2001
2487366,T,USA,2,The Truman Show (1998),1998
2487415,T,USA,2,The Truth About Cats & Dogs (1996),1996
2487653,T,USA,1,The Turning (1992),1992
2487726,T,USA,1,The Twelve Chairs (1970),1970
2487884,T,USA,3,The Two Jakes (1990),1990
2488034,T,other,1,The Ugly (1997),1997
2488227,T,USA,3,The Unbearable Lightness of Being (1988),1988
2488375,T,USA,1,The Underneath (2013),2013
2488990,T,USA,3,The Untouchables (1987),1987
2489145,T,USA,2,The Usual Suspects (1995),1995
2489362,T,UK,2,The Van (1996),1996
2489534,T,USA,2,The Velocity of Gary* *(Not His Real Name) (1998),1998
2489627,T,USA,3,The Verdict (1982),1982
2489677,T,USA,2,The Very Thought of You (1944),1944
2490074,T,USA,2,The Virgin Suicides (1999),1999
2490655,T,USA,1,The Waiting Game (1999),1999
2490779,T,USA,1,The Walking Dead (1995),1995
2490945,T,USA,3,The War (1994),1994
2490998,T,USA,2,The War Room (1993),1993
2491016,T,other,2,The War Zone (1999),1999
2491020,T,USA,3,The War at Home (1996),1996
2491068,T,USA,1,The War of the Worlds (1953),1953
2491248,T,USA,0,The Watcher (1978),1978
2491349,T,USA,1,The Waterboy (1998),1998
2491493,T,USA,3,The Way We Were (1973),1973
2491565,T,USA,3,The Way of the Gun (2000),2000
2491802,T,USA,1,The Wedding Gift (2006),2006
2491830,T,USA,1,The Wedding Singer (1998),1998
2492491,T,USA,2,The Whole Nine Yards (2000),2000
2492509,T,USA,3,The Whole Wide World (1996),1996
2492644,T,USA,2,The Wife (1995),1995
2492725,T,USA,3,The Wild Bunch (1969),1969
2492771,T,USA,1,The Wild McCullochs (1975),1975
2493094,T,USA,2,The Wings of the Dove (1997),1997
2493184,T,UK,3,The Winslow Boy (1948),1948
2493193,T,UK,2,The Winter Guest (1997),1997
2493239,T,UK,2,The Wisdom of Crocodiles (1998),1998
2493444,T,USA,2,The Wizard of Oz (1939),1939
2493503,T,USA,1,The Wolf Man (1941),1941
2493709,T,UK,1,The Woman in Question (1950),1950
2493775,T,USA,3,The Women (1939),1939
2493900,T,USA,2,The Wood (1999),1999
2494140,T,UK,3,The World Is Not Enough (1999),1999
2494739,T,USA,2,The Wrong Man (1956),1956
2494787,T,UK,1,The Wrong Trousers (1993),1993
2494814,T,USA,3,The X Files (1998),1998
2494890,T,USA,3,The Yards (2000),2000
2494910,T,other,2,The Year My Voice Broke (1987),1987
2494924,T,other,3,The Year of Living Dangerously (1982),1982
2495198,T,UK,2,The Young Poisoner's Handbook (1995),1995
2495779,T,USA,3,Thelma & Louise (1991),1991
2495820,T,USA,1,Them! (1954),1954
2496353,T,USA,3,There's Something About Mary (1998),1998
2496608,T,USA,2,They Bite (1996),1996
2496767,T,USA,1,They Made Me a Criminal (1939),1939
2496783,T,USA,2,They Might Be Giants (1971),1971
2496840,T,USA,3,"They Shoot Horses, Don't They? (1969)",1969
2497211,T,USA,2,Things Change (1988),1988
2497303,T,USA,3,Things to Do in Denver When You're Dead (1995),1995
2497412,T,USA,1,Thinner (1996),1996
2497499,T,other,2,Third World Cop (1999),1999
2497612,T,other,2,Thirty Two Short Films About Glenn Gould (1993),1993
2498040,T,other,3,This Is My Father (1998/I),1998
2498143,T,USA,1,This Is Spinal Tap (1984),1984
2498578,T,USA,2,"This World, Then the Fireworks (1997)",1997
2498766,T,UK,1,Thomas and the Magic Railroad (2000),2000
2499216,T,USA,1,Three Ages (1923),1923
2499368,T,USA,3,Three Days of the Condor (1975),1975
2499488,T,USA,3,Three Kings (1999),1999
2499704,T,other,3,Three Seasons (1999),1999
2499854,T,USA,3,Three Wishes (1995),1995
2499970,T,other,2,Three to Tango (1999),1999
2500022,T,USA,1,Threesome (1994),1994
2500735,T,other,1,Thumbelina (1994),1994
2500886,T,UK,3,Thunderball (1965),1965
2500912,T,USA,3,Thunderbolt and Lightfoot (1974),1974
2501253,F,other,2,Tian guo ni zi (1995),1995
2501343,F,other,2,Tian yu (1998),1998
2502098,F,other,1,Tierra y libertad (1978),1978
2502334,T,USA,2,Tigerland (2000),2000
2502501,T,other,1,Tigrero: A Film That Was Never Made (1994),1994
2503087,T,UK,3,Time Bandits (1981),1981
2503124,F,other,0,Time Code (2005),2005
2503342,T,USA,2,Time Tracers (1997),1997
2503584,T,other,2,Timecop (1994),1994
2503810,T,USA,3,Tin Cup (1996),1996
2503827,T,USA,3,Tin Men (1987),1987
2504015,T,USA,1,Tinseltown (1980),1980
2504449,T,USA,1,Titan A.E. (2000),2000
2504464,T,USA,2,Titanic (1953),1953
2504469,T,USA,3,Titanic (1997),1997
2504794,T,other,3,Titus (1999),1999
2504995,T,USA,2,To Be or Not to Be (1942),1942
2505066,T,USA,2,To Catch a Thief (1955),1955
2505091,T,USA,0,To Cross the Rubicon (1991),1991
2505110,T,UK,3,To Die For (1995),1995
2505183,T,USA,1,To Gillian on Her 37th Birthday (1996),1996
2505263,T,USA,3,To Kill a Mockingbird (1962),1962
2505515,T,UK,2,"To Sir, with Love (1967)",1967
2505595,T,USA,2,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",1995
2506826,F,other,2,Todo sobre mi madre (1999),1999
2507383,F,other,1,Tokyo Fist (1995),1995
2507620,T,UK,3,Tom & Viv (1994),1994
2507690,T,UK,3,Tom Jones (1963),1963
2507787,T,USA,2,Tom and Huck (1995),1995
2508020,T,USA,3,Tombstone (1993),1993
2508085,T,UK,3,Tommy (1975),1975
2508103,T,USA,2,Tommy Boy (1995),1995
2508265,T,UK,3,Tomorrow Never Dies (1997),1997
2509455,T,USA,3,Top Gun (1986),1986
2509481,T,USA,2,Top Hat (1935),1935
2509643,T,USA,3,Topaz (1969),1969
2509799,T,UK,3,Topsy-Turvy (1999),1999
2509841,T,USA,3,Tora! Tora! Tora! (1970),1970
2510141,T,USA,3,Torn Curtain (1966),1966
2510661,T,UK,3,Total Eclipse (1995),1995
2510683,T,USA,3,Total Recall (1990),1990
2511051,T,USA,2,Touch (1997),1997
2511131,T,USA,3,Touch of Evil (1958),1958
2511307,T,USA,2,Tough Guys (1986),1986
2511419,F,other,1,Touki Bouki (1973),1973
2512048,T,USA,1,Toy Story (1995),1995
2512050,T,USA,1,Toy Story 2 (1999),1999
2512132,T,USA,3,Toys (1992),1992
2512542,T,USA,3,Trading Places (1983),1983
2513057,T,USA,1,Train Ride to Hollywood (1975),1975
2513082,F,France,2,Train de vie (1998),1998
2513237,T,UK,1,Trainspotting (1996),1996
2513519,T,USA,1,Trans (1998),1998
2514865,T,USA,2,Traveller (1997),1997
2514980,F,other,3,Travolti da un insolito destino nell'azzurro mare d'agosto (1974),1974
2515489,T,USA,1,Trees Lounge (1996),1996
2515573,T,USA,1,Trekkies (1997),1997
2516147,T,USA,2,Trial and Error (1997),1997
2516166,T,USA,2,Trial by Jury (1994),1994
2516358,T,USA,1,Trick (1999),1999
2516406,T,USA,2,Trick or Treat (1986),1986
2517067,T,USA,1,Trippin' (1999),1999
2517305,T,USA,3,Trixie (2000),2000
2517391,T,USA,1,Trois (2000),2000
2517414,F,France,1,Trois couleurs: Blanc (1994),1994
2517415,F,France,2,Trois couleurs: Bleu (1993),1993
2517416,F,France,2,Trois couleurs: Rouge (1994),1994
2517491,F,France,3,Trois vies et une seule mort (1996),1996
2518007,T,USA,1,Trouble in Paradise (1932),1932
2518391,T,USA,3,True Crime (1999),1999
2518423,T,USA,3,True Grit (1969),1969
2518451,T,USA,3,True Lies (1994),1994
2518541,T,USA,3,True Romance (1993),1993
2518736,T,UK,2,Trust (1990),1990
2518905,T,USA,2,"Truth or Consequences, N.M. (1997)",1997
2519338,F,other,2,Tsubaki Sanjûrô (1962),1962
2520062,F,other,2,Tui shou (1992),1992
2520326,T,USA,2,Tumbleweeds (1999),1999
2520706,T,USA,2,Turbo: A Power Rangers Movie (1997),1997
2520712,T,USA,2,Turbulence (1997),1997
2520896,T,USA,1,Turn It Up (2000),2000
2521170,T,UK,2,Turtle Diary (1985),1985
2521605,T,USA,1,Twelfth Night (1910),1910
2521652,T,USA,3,Twelve Monkeys (1995),1995
2521851,T,USA,1,Twilight (1998),1998
2521986,T,USA,3,Twin Falls Idaho (1999),1999
2522004,T,France,3,Twin Peaks: Fire Walk with Me (1992),1992
2522027,T,UK,2,Twin Town (1997),1997
2522182,T,USA,2,Twisted (1996),1996
2522318,T,USA,3,Twister (1996),1996
2522447,T,USA,1,Two Bits (1995),1995
2522562,T,UK,2,Two Deaths (1995),1995
2522618,T,USA,2,Two Family House (2000),2000
2522651,T,USA,1,Two Friends (2009),2009
2522674,T,USA,1,Two Girls and a Guy (1997),1997
2522758,T,USA,2,Two If by Sea (1996),1996
2522948,T,USA,2,Two Moon Junction (1988),1988
2522957,T,other,3,Two Much (1995),1995
2523180,T,USA,1,Two Thousand Maniacs! (1964),1964
2524414,T,France,3,U Turn (1997),1997
2524549,T,France,3,U-571 (2000),2000
2524640,T,USA,3,U.S. Marshals (1998),1998
2524696,T,USA,2,U2: Rattle and Hum (1988),1988
2525819,T,USA,3,Ulee's Gold (1997),1997
2525874,F,other,3,Ulisse (1954),1954
2527825,T,France,2,Un divan à New York (1996),1996
2528355,F,France,2,Un homme et une femme (1966),1966
2528406,F,France,1,Un indien dans la ville (1994),1994
2529538,F,other,1,Un été inoubliable (1994),1994
2531186,F,other,2,Und keiner weint mir nach (1996),1996
2531311,T,UK,3,Under Capricorn (1949),1949
2531457,T,USA,2,Under Siege (1992),1992
2531460,T,USA,2,Under Siege 2: Dark Territory (1995),1995
2531488,T,France,3,Under Suspicion (2000),2000
2531770,T,USA,2,Under the Rainbow (1981),1981
2532030,F,other,3,Underground (1995),1995
2532198,T,USA,1,Underworld (1927),1927
2532812,F,France,1,Une liaison pornographique (1999),1999
2533425,T,USA,3,Unforgettable (1996),1996
2533451,T,USA,3,Unforgiven (1992),1992
2533461,T,USA,1,Unforgotten: Twenty-Five Years After Willowbrook (1996),1996
2533625,T,France,2,Unhook the Stars (1996),1996
2533992,T,USA,2,Universal Soldier (1992),1992
2533997,T,USA,1,Universal Soldier: The Return (1999),1999
2534991,T,USA,1,Unstrung Heroes (1995),1995
2536738,T,USA,1,Unzipped (1995),1995
2536827,T,USA,3,Up Close & Personal (1996),1996
2537109,T,UK,3,Up at the Villa (2000),2000
2537149,T,USA,1,Up in Smoke (1978),1978
2537704,T,USA,2,Urban Legend (1998),1998
2537710,T,USA,2,Urban Legends: Final Cut (2000),2000
2537793,T,USA,2,Urbania (2000),2000
2538575,F,other,3,Utomlyonnye solntsem (1994),1994
2539567,T,USA,2,Vacation (1983),1983
2540772,T,USA,2,Vampire in Brooklyn (1995),1995
2540794,T,USA,2,Vampires (1998),1998
2541368,T,USA,3,Vanya on 42nd Street (1994),1994
2541694,T,USA,2,Varsity Blues (1999),1999
2542489,T,USA,1,Vegas Vacation (1997),1997
2542878,T,UK,3,Velvet Goldmine (1998),1998
2543337,T,USA,3,Venice/Venice (1992),1992
2544143,T,other,1,Vermin (2006),2006
2544156,T,USA,1,Vermont Is for Lovers (1992),1992
2544531,T,USA,3,Vertigo (1958),1958
2544594,T,USA,2,Very Bad Things (1998),1998
2545159,F,other,1,Viagem ao Princípio do Mundo (1997),1997
2545380,T,USA,2,Vibes (1988),1988
2545754,T,UK,3,Victor Victoria (1982),1982
2547352,T,UK,1,Village of the Damned (1960),1960
2547353,T,USA,2,Village of the Damned (1995),1995
2547971,T,USA,1,Violets Are Blue... (1986),1986
2548449,T,USA,2,Virtuosity (1995),1995
2548478,T,USA,2,Virus (1999),1999
2550559,T,USA,2,Volcano (1997),1997
2550858,T,USA,2,Volunteers (1985),1985
2551701,T,UK,3,Voyage of the Damned (1976),1976
2551718,T,USA,2,Voyage to the Bottom of the Sea (1961),1961
2553800,T,USA,2,Wag the Dog (1997),1997
2554203,T,USA,1,Waiting for Guffman (1996),1996
2554361,T,USA,3,Waiting to Exhale (1995),1995
2554662,T,UK,1,Waking Ned (1998),1998
2554699,T,USA,2,Waking the Dead (2000),2000
2554996,T,UK,2,Walkabout (1971),1971
2555100,T,UK,1,Walking and Talking (1996),1996
2555555,T,UK,1,Waltzes from Vienna (1934),1934
2556055,T,USA,1,Wanted: Dead or Alive (1951),1951
2556271,T,other,1,War Stories (1995),1995
2556792,T,USA,2,Warriors of Virtue (1997),1997
2557229,T,USA,3,Washington Square (1997),1997
2558123,T,UK,2,Watership Down (1978),1978
2558138,T,USA,3,Waterworld (1995),1995
2558441,T,USA,1,Wayne's World (1992),1992
2558443,T,USA,1,Wayne's World 2 (1993),1993
2559217,T,USA,1,We're Back! A Dinosaur's Story (1993),1993
2559249,T,USA,2,We're No Angels (1989),1989
2559529,T,USA,2,Wedding Bell Blues (1996),1996
2559855,T,USA,2,Weekend at Bernie's (1989),1989
2560159,T,USA,1,Weird Science (1985),1985
2560564,T,UK,2,Welcome to Sarajevo (1997),1997
2560598,T,other,2,Welcome to Woop Woop (1997),1997
2560616,T,USA,1,Welcome to the Dollhouse (1995),1995
2561165,T,USA,1,Went to Coney Island on a Mission from God... Be Back by Five (1998),1998
2561419,F,France,2,West Beyrouth (À l'abri les enfants) (1998),1998
2561516,T,USA,3,West Side Story (1961),1961
2561802,T,USA,1,Westworld (1973),1973
2562193,T,USA,2,What About Bob? (1991),1991
2562411,T,USA,3,What Dreams May Come (1998),1998
2562421,T,USA,2,What Ever Happened to Aunt Alice? (1969),1969
2562422,T,USA,3,What Ever Happened to Baby Jane? (1962),1962
2562503,T,USA,1,What Happened Was... (1994),1994
2562822,T,USA,3,What Lies Beneath (2000),2000
2562929,T,USA,2,What Planet Are You From? (2000),2000
2563410,T,USA,3,What's Eating Gilbert Grape (1993),1993
2563451,T,USA,1,What's Love Got to Do with It? (2002),2002
2563697,F,France,3,Whatever (1998),1998
2563736,T,USA,1,Whatever It Takes (2000),2000
2564194,T,USA,2,When Harry Met Sally... (1989),1989
2564560,T,other,1,When Night Is Falling (1995),1995
2564828,T,USA,1,When We Were Kings (1996),1996
2564953,T,USA,3,When a Man Loves a Woman (1994),1994
2565487,T,USA,3,Where Eagles Dare (1968),1968
2565814,T,USA,2,Where the Buffalo Roam (1980),1980
2565851,T,USA,3,Where the Heart Is (2000),2000
2565873,T,other,1,Where the Money Is (2000),2000
2565985,T,USA,2,Where's Marlowe? (1998),1998
2566203,T,USA,2,While You Were Sleeping (1995),1995
2566262,T,USA,1,Whipped (2000),2000
2566626,T,USA,3,White Christmas (1954),1954
2566895,T,France,1,White Man's Burden (1995),1995
2566918,T,USA,3,White Men Can't Jump (1992),1992
2567049,T,USA,2,White Sands (1992),1992
2567099,T,USA,3,White Squall (1996),1996
2567258,T,France,1,Whiteboyz (1999),1999
2567467,T,USA,2,Who Framed Roger Rabbit (1988),1988
2567890,T,USA,3,Who's Afraid of Virginia Woolf? (1966),1966
2567937,T,USA,1,Who's Harry Crumb? (1989),1989
2567991,F,other,0,Who's That Girl? (2011),2011
2568399,T,USA,3,Why Do Fools Fall in Love (1998),1998
2568931,T,USA,1,Wide Awake (1998),1998
2569037,F,UK,2,Widows' Peak (1994),1994
2569556,T,USA,2,Wild America (1997),1997
2569583,T,USA,2,Wild Bill (1995),1995
2569814,T,USA,2,Wild Man Blues (1997),1997
2569938,T,USA,3,Wild Things (1998),1998
2570013,T,USA,2,Wild Wild West (1999),1999
2570133,T,UK,3,Wilde (1997),1997
2570785,T,USA,3,Willow (1988),1988
2570825,T,USA,2,Willy Wonka & the Chocolate Factory (1971),1971
2571171,T,USA,2,Windows (1980),1980
2571296,T,USA,2,Wing Commander (1999),1999
2571358,T,USA,3,Wings (1927),1927
2571413,T,USA,1,Wings of Courage (1995),1995
2571635,T,USA,1,Winnie the Pooh and the Blustery Day (1968),1968
2572280,T,USA,2,Wirey Spindell (2000),2000
2572301,T,USA,2,Wisdom (1986),1986
2572478,T,USA,1,Wishmaster (1997),1997
2572635,T,USA,1,With Byrd at the South Pole (1930),1930
2572655,T,USA,2,With Friends Like These... (1998),1998
2572675,T,USA,2,With Honors (1994),1994
2572978,T,UK,2,Withnail & I (1987),1987
2573045,T,USA,3,Without Limits (1998),1998
2573168,T,USA,3,Witness (1985),1985
2573677,T,USA,3,Wolf (1994),1994
2574016,T,USA,1,Woman on Top (2000),2000
2574613,T,USA,2,Wonder Boys (2000),2000
2574729,T,USA,0,Wonderland (1997),1997
2574730,T,UK,2,Wonderland (1999),1999
2574824,T,USA,1,Woo (1998),1998
2575313,T,USA,3,Working Girl (1988),1988
2576718,T,other,1,Wrongfully Accused (1998),1998
2576852,F,other,3,Wu kui (1994),1994
2577062,F,other,3,Wuya yu maque (1949),1949
2577075,T,USA,3,Wyatt Earp (1994),1994
2577314,T,USA,2,X-Men (2000),2000
2577428,T,UK,1,X: The Unknown (1956),1956
2578162,F,other,3,Xich lo (1995),1995
2578330,F,other,1,Xing xing wang (1977),1977
2578346,F,other,0,Xinghua san yue tian (1994),1994
2578392,F,other,1,Xizao (1999),1999
2579662,T,other,2,Yankee Zulu (1993),1993
2579702,F,France,2,Yao a yao yao dao waipo qiao (1995),1995
2580276,T,USA,2,Year of the Horse (1997),1997
2580619,T,UK,1,Yellow Submarine (1968),1968
2581228,F,other,2,Yi ge dou bu neng shao (1999),1999
2581428,F,other,3,Yin shi nan nu (1994),1994
2581836,F,other,2,"Yo, la peor de todas (1990)",1990
2582703,T,USA,3,You Can't Take It with You (1938),1938
2582995,T,USA,1,You So Crazy (1994),1994
2583382,T,USA,3,You've Got Mail (1998),1998
2583601,T,USA,2,Young Doctors in Love (1982),1982
2583633,T,USA,2,Young Frankenstein (1974),1974
2583695,T,USA,2,Young Guns (1988),1988
2583701,T,USA,2,Young Guns II (1990),1990
2583966,T,USA,2,Young Sherlock Holmes (1985),1985
2584115,T,UK,1,Young and Innocent (1937),1937
2584311,T,USA,2,Your Friends & Neighbors (1998),1998
2585064,F,other,3,Yukinojô henge (1963),1963
2585507,F,other,3,Yôjinbô (1961),1961
2586057,T,USA,1,Zachariah (1971),1971
2586756,F,other,1,Zaproszenie (1986),1986
2587077,F,other,1,Zbogum na dvaesetiot vek (1998),1998
2587740,F,other,2,Zerkalo (1975),1975
2587786,T,USA,3,Zero Effect (1998),1998
2587976,T,USA,2,Zeus and Roxanne (1997),1997
2590181,T,other,1,Zone 39 (1996),1996
2591814,T,other,2,eXistenZ (1999),1999
2592334,T,USA,2,¡Three Amigos! (1986),1986
2592963,F,France,2,À nous la liberté (1931),1931
2593112,T,USA,1,Á köldum klaka (1995),1995
2593313,F,other,3,Átame! (1990),1990
